poiId,city,poiName,commentCount,commentScore,heatScore,sightLevelStr,price,latitude,longitude,tagNameList,shortFeatures,reference_time,summary,opening_hours
78239,Changchun,Changying Century City,4966,4.2,7.2,5A,180.0,43.772532,125.446256,Hi Fun Park; Kid's Treasure Spot; Film Studios,A movie theme park with a rich variety of attractions.,5-6 hours,"- Changchun Movie Century City is a film and television theme park that integrates the most advanced special effects from around the world, and it can be regarded as the ""Hollywood of the East.""
- Built by drawing inspiration from the essence of Universal Studios and Disneyland in the United States, it features: 3D giant screens, 4D special effects, the world's first 5D cinema, laser suspension, dynamic domes, orthogonal multi-screens, and other special effect theaters.
- It boasts the world's largest screen, considered the greatest in the world, and is known as the ""Giant Screen Cinema.""",Open at  09:30-16:00(Admission ends at 14:30)
10521446,Changchun,Changchun Film Studio,517,0.0,6.9,,90.0,43.863622,125.292387,Venue exhibition hall; Museums,The Cradle of New China's Film Industry,2-3 hours,"Changchun Film Studio is the first film studio in New China, the cradle of New China's film industry, and has created seven firsts in the history of New China's films. He has shot more than 900 story films and translated more than 1,000 films from various countries. 
The museum introduces the history of Changying, the films shot, the props used, and the stars that Changying went out. The content is very rich. 
A large number of outstanding works such as Five Golden Flowers, Shangganling, Heroic Sons and Daughters, Sister Liu and White-Haired Girl have influenced the growth of several generations.",Opens at 09:00-20:30
78238,Changchun,Nanhu Park,854,4.6,5.3,,0.0,43.855413,125.307196,Enjoy autumn leaves; Night tour viewing; City Parks; Nighttime sightseeing,A large city park with views all seasons,2-3 hours,"Nanhu Park is the second largest urban park in China at present, second only to the Summer Palace in Beijing. It was called Huanglong Royal Park during the puppet Manchukuo period. Overlooking Nanhu Park from the air, you can clearly see its whole picture, which is shaped like a dumbbell, narrow from east to west and long from north to south. The lake in the park is clear, with green willows on the shore, curved bridges and pavilions, birds singing and flowers fragrant, and four distinct seasons, which is better than Jiangnan. If you stand on the Nanhu Bridge and look north against the railing, a colorful picture will appear in front of you, which looks like clusters of fluttering flowers blooming on the water. All kinds of bridge pavilions and pavilions are in charm with the lake and forest colors, which makes people linger.","Open year round, 24/7"
81592,Changchun,Changchun World Sculpture Park,835,4.6,5.1,5A,0.0,43.823122,125.326658,Kid-friendly Hidden Gems; City Coordinates; Statues/Sculptures,A Collection of World-Class Sculptures,2-3 hours,"-- Changchun World Sculpture Park is a modern urban sculpture park that integrates contemporary sculpture art, showcases various global sculpture styles, and blends natural landscapes with cultural scenery.  
-- The large group sculpture ""Friendship • Peace • Spring,"" created by Ye Yushan, Pan He, Cheng Yunxian, Wang Keqing, and Cao Chunsheng, is exquisitely designed and spectacular in scale.  
-- The park features over 320 sculptures created by more than 270 sculptors from over 110 countries. These works include pieces reflecting Eskimo culture, Maya culture, Maori culture, Indian culture, and Eastern culture, as well as realistic, abstract, modern, and postmodern styles. These sculptures are diverse in style, meticulously carved, and are considered world-class masterpieces.  
-- The park is large and has many exhibits, so it's recommended to check the guide map at the service center first and plan your route.",Open at  08:30-16:30(Admission ends at 16:00)
15139137,Changchun,Jingyuetan Ski Resort,246,4.5,5.3,,140.0,43.773265,125.478807,Treasure place for walking babies; Outdoor Skiing,Tourist ski resorts in cities,3-5 hours,"Jingyuetan Ski Resort is located in Jingyuetan National Scenic Area in the southeast of Changchun City. It is surrounded by forests on three sides and water on one side, with a beautiful natural environment. 
The snow in the ski resort is soft and suitable for all kinds of skiers. There are five snow trails, which are divided into beginner, intermediate, advanced and cross-country snow trails. It also has a high-altitude cableway and a 1314-meter-long pipe rail slide, which is known as the world's first. 
In summer, you can also experience the ropeway in the ski resort, that is, take the ropeway up the mountain first, and then take the 1.6-kilometer-long pipe-rail slide down the mountain through layers of forest, which is quite exciting.",Open at 09:00-16:00(Admission ends at 15:00)
78222,Changchun,Eight Ministries of Puppet Manchukuo,109,4.3,4.5,,0.0,43.877053,125.309681,Historic buildings; Historical Architectures,Eight Institutions of Puppet Manchukuo,1-2 hours,"--The eight major departments of Puppet Manchukuo are the collective names of the eight ruling institutions of Puppet Manchukuo, namely, the Ministry of Public Security (Military Department), the Ministry of Justice, the Ministry of Economic Affairs, the Ministry of Communications, the Ministry of Agriculture, the Ministry of Culture and Education, the Ministry of Foreign Affairs and the Ministry of People's Livelihood. 
--Each building has different architectural styles, including magnificent buildings and elegant courtyards. These buildings form a complex of buildings centered on the Geological Palace.",Opens at 8:00-18:00
20111813,Changchun,Museum of the History of Northeast China's Occupation,100,0.0,4.0,,0.0,43.906571,125.351531,,A special exhibition hall reflecting the history of the occupation,1 hour,"--The Northeast Occupied History Exhibition Hall is a historical special exhibition hall integrating collection, exhibition and academic activities. This exhibition is the most authoritative, objective, comprehensive, novel and unique special large-scale exhibition in China at present, which reveals Japanese militarism's invasion of Northeast China and its bloody and cruel colonial rule.",Open at  08:30-16:40(Tickets available until 16:40)
81622,Changchun,Cultural Square,175,4.6,3.7,,0.0,43.879576,125.307723,City coordinates; Squares,It used to be the capital square of Manchuria,1-2 hours,"--Cultural Square is the largest leisure square in Changchun. Historically, Geological Palace Square was once planned as the capital square of puppet Manchukuo. 
--The center of the square is the sunbird sculpture, the north is the open-air music scene, the vestibule square of the main building across the east-west main road, and the northernmost point is the main building of the Geological Palace. The whole square gives people a natural and solemn feeling.",
78236,Changchun,Changchun Botanical and Zoological Garden,726,4.5,6.8,4A,30.0,43.868131,125.335321,Night Tour of Scenic Views; Botanical Gardens; Zoos; Nighttime sightseeing,A Wildlife and Botanical Park with a Rich Variety of Entertainment Activities,3-4 hours,"- Changchun Botanical and Zoological Park, with its lush trees, rare birds and animals, exotic flowers and trees, and picturesque landscapes, offers a delightful environment that makes visitors linger. It is an excellent place for leisure, entertainment, and gatherings.
- The artificial lake divides the park into three natural areas: the eastern area features the Rare Birds and Animals Pavilion, which houses over 200 species of northern flora and fauna, known as a ""miniature kingdom of nature""; the western area simulates the vertical distribution of plants with artificial soil mountains, and includes a miniature ""Changbai Wilderness"" scenic area; the northern part is home to the tropical botanical garden.
- The park is home to over 140 species of woody plants, including rare tree species such as the ""Beauty Pine"" native to Changbai Mountain, as well as plant viewing areas like the Flower Garden, Rose Garden, and Osmanthus Garden.
- From the high mountain in the western part of the park, visitors can enjoy a bird's-eye view of the entire park and the city center of Changchun.",Opens at 08:30-21:30
10535175,Changchun,Jilin Province Siberian Tiger Park,434,4.3,6.5,,60.0,43.768262,125.462325,Cute animals; Treasure place for walking babies; Zoos,Wildlife Rescue and Breeding Center,1-2 hours,,Opens at 09:00-16:00(Admission ends at 14:30)
24650593,Changchun,Jilin Provincial Museum,171,4.4,6.3,,0.0,43.768631,125.432727,Museums; Venue exhibition hall,Display the historical relics of Liao and Jin Dynasties,2-3 hours,,Open at  09:00-16:30(Admission ends at 16:00)
