name,real_city,avg_price,small_cate,stars,review_count,good_remarks,bad_remarks,longitude,latitude,product_rating,environment_rating,service_rating
Sanya Tinghai Xiaoshe Seaside Resort Apartment,Sanya,123.0,Economy,3.5,2,2.0,0.0,109.458679,18.287485,7.0,7.0,7.0
Lingshang Flower Blossom Boutique Inn,Sanya,144.0,Economy,3.5,11,8.0,1.0,109.512158,18.220327,6.3,6.2,6.6
Guanchao Yin Inn,Sanya,150.0,Economy,3.5,10,9.0,1.0,109.727866,18.272884,7.4,7.5,7.5
Little Star Seaside Apartment,Sanya,103.5,Economy,3.5,1,1.0,0.0,109.520172,18.222592,7.1,7.0,7.2
Xihe Sea View Hotel,Sanya,147.0,Economy,3.5,9,8.0,1.0,109.512401,18.243698,7.3,7.5,7.1
Meizhi Blue Sea View Resort Apartment,Sanya,235.5,Economy,3.5,13,9.0,3.0,109.457667,18.28408,7.0,7.2,6.9
Meiguan Hotel,Sanya,142.5,Economy,3.5,3,2.0,0.0,109.504047,18.284551,7.1,7.2,7.2
Huali Apartment,Sanya,99.0,Economy,3.5,1,1.0,0.0,109.45484,18.297937,7.0,7.1,7.1
Sanya Slow Villa,Sanya,163.5,Economy,3.5,6,5.0,1.0,109.419369,18.293156,7.0,7.0,7.0
Northeast Coastal Apartment,Sanya,15169.5,Economy,3.5,1,1.0,0.0,109.501723,18.256626,7.1,7.1,7.0
Sanya Hehong Health Resort Apartment Hongbo Hotel,Sanya,348.0,Midscale,3.5,8,6.0,1.0,109.6143513,18.3091913,7.5,7.4,8.1
Yihai Jiayuan Sea View Suite Apartment,Sanya,268.5,Economy,3.5,3,3.0,0.0,109.503941,18.241353,7.0,7.0,7.0
Qianyuan Inn,Sanya,234.0,Economy,3.5,2,2.0,0.0,109.736638,18.377944,7.2,7.4,7.2
Yuranju Inn,Sanya,195.0,Economy,3.5,1,1.0,0.0,109.396394,18.30672,7.0,7.1,7.1
Lucky Celebrity Holiday Hotel,Sanya,147.0,Midscale,3.5,8,5.0,2.0,109.527572,18.296276,6.6,7.1,7.1
Jixiang Hotel,Sanya,78.0,Economy,3.5,4,3.0,0.0,109.499135,18.258039,7.0,7.1,7.2
Suhai Hot Spring Hotel,Sanya,390.0,Upscale,3.5,13,9.0,3.0,109.463431,18.294806,7.1,7.0,7.1
"Hello, theme sea view apartment",Sanya,100.5,Economy,3.5,11,9.0,0.0,109.487814,18.267693,7.1,7.1,7.0
Sanya Yongmao Hotel,Sanya,250.5,Upscale,3.5,8,6.0,1.0,109.504688,18.230384,7.5,7.4,7.2
Haiman Inn,Sanya,127.5,Economy,3.5,26,20.0,3.0,109.329577,18.303753,7.2,6.7,6.8
Sea Love Time Sea View Apartment,Sanya,319.5,Economy,3.5,1,1.0,0.0,109.52048,18.222669,7.6,7.6,7.6
Shuyuan Hotel,Sanya,192.0,Economy,3.5,6,6.0,0.0,109.506803,18.241515,7.4,7.5,7.5
Upstairs Seaview Apartment,Sanya,105.0,Economy,3.5,10,10.0,0.0,109.522077,18.223656,7.5,7.5,7.6
Sanya Aegean Sea Boutique Suite Resort Hotel,Sanya,862.5,Luxury,5.0,455,370.0,29.0,109.656483,18.232392,9.0,9.0,8.8
Hilton Garden Inn Sanya Bay,Sanya,552.0,Luxury,4.0,174,129.0,26.0,109.485173,18.284826,8.4,8.2,8.8
8mm Surfing Inn,Sanya,333.0,Economy,3.5,3,3.0,0.0,109.72876,18.27201,7.2,7.2,7.2
Ocean View Hotel style Apartment,Sanya,453.0,Economy,3.5,4,4.0,0.0,109.51808,18.223013,7.4,7.5,7.5
Banhai Time Hotel,Sanya,114.0,Economy,3.5,19,16.0,2.0,109.500932,18.253934,7.7,7.8,7.8
Gulf Home First Line Sea View Resort Apartment,Sanya,348.0,Upscale,3.5,4,3.0,0.0,109.390997,18.289949,7.3,7.4,7.4
Sanya Time Boutique Inn,Sanya,132.0,Economy,3.5,12,12.0,0.0,109.624978,18.254541,7.4,7.4,7.5
Sanya Taishi Business Hotel,Sanya,174.0,Economy,3.5,1,1.0,0.0,109.5022098,18.28492984,7.4,7.4,7.4
Sanya Coconut Wind Sea Charm Love Travel Sea View Apartment,Sanya,225.0,Economy,3.5,5,5.0,0.0,109.421932,18.291367,7.5,7.0,7.3
Hainan Shengshi Seaview Apartment,Sanya,106.5,Economy,3.5,1,1.0,0.0,109.376699,18.288757,7.3,7.3,7.4
Sanya Golden Boutique Resort Apartment,Sanya,190.5,Economy,3.5,12,11.0,2.0,109.424336,18.291378,7.3,7.3,7.3
Linda Seaview Hotel,Sanya,298.5,Upscale,3.0,94,50.0,16.0,109.524903,18.22419,7.3,7.1,7.0
Sanya Yabulun Health Resort Hotel,Sanya,343.5,Luxury,3.5,16,15.0,1.0,109.612681,18.308296,7.2,7.7,7.8
Heart Coast Theme Inn,Sanya,133.5,Economy,3.5,5,5.0,0.0,109.489861,18.266944,7.5,7.6,7.6
Sanya 3W Sea View Hotel,Sanya,1060.5,Economy,3.5,20,17.0,1.0,109.498846,18.256556,7.1,7.2,7.2
Century Landscape Hotel,Sanya,232.5,Upscale,3.5,45,29.0,5.0,109.521074,18.243291,7.5,7.4,7.4
Sanya Yuhua Garden Sea View Hotel,Sanya,333.0,Upscale,3.5,68,57.0,5.0,109.514074,18.220724,7.7,7.5,7.4
Sanya Shuangda International Hotel,Sanya,654.0,Luxury,4.0,17,15.0,2.0,109.508227,18.247969,8.6,8.3,8.4
"Yalong Bay is right here, boutique inn",Sanya,70.5,Economy,3.5,13,12.0,0.0,109.624671,18.252073,8.5,8.4,7.0
Summer Blossom Theme Inn,Sanya,118.5,Economy,4.0,10,10.0,1.0,109.522426,18.223696,8.3,7.9,7.9
Aili Xiaoshe Theme Inn,Sanya,130.5,Economy,3.5,24,22.0,0.0,109.516501,18.237582,7.7,7.5,7.8
Shanju Hotel Apartments,Sanya,223.5,Midscale,3.5,2,2.0,0.0,109.520801,18.22582,7.5,7.6,7.6
Sanya Rongjin Haiyue Hotel,Sanya,253.5,Upscale,3.5,109,61.0,21.0,109.433684,18.290853,7.6,7.1,7.3
Sanya Poly Yujingge Resort Villa,Sanya,531.0,Economy,3.5,2,4.0,0.0,109.704667,18.29852,7.3,7.3,7.3
Jiali Family Resort Apartment,Sanya,213.0,Economy,3.5,14,13.0,1.0,109.641133,18.241058,7.3,7.4,7.4
Sanya Guangjia Holiday Theme Hotel,Sanya,148.5,Economy,3.5,20,19.0,1.0,109.514066,18.249557,7.6,7.5,7.8
Crescent Bay Seaview Apartment,Sanya,214.5,Economy,3.5,3,3.0,0.0,109.522397,18.221962,7.5,7.5,7.6
Northeast People's Home Conch Theme Apartment,Sanya,87.0,Economy,3.5,4,4.0,0.0,109.500273,18.251051,7.3,7.3,7.4
Sunshine Haitian Sea View Apartment,Sanya,201.0,Economy,3.5,6,5.0,0.0,109.532148,18.227187,7.1,7.1,7.2
Cloud Sea Attic Theme Hotel,Sanya,1225.5,Economy,3.5,24,18.0,4.0,109.528396,18.223924,7.2,7.0,7.0
Xinghai Love Sea View Inn,Sanya,82.5,Economy,3.5,5,5.0,0.0,109.526899,18.224009,7.2,7.2,7.2
Leaning on the slanting sun with a sea view boutique inn,Sanya,133.5,Economy,3.5,71,52.0,4.0,109.52865,18.22378,7.2,7.4,7.4
Forget Your Worries Holiday Apartment,Sanya,108.0,Economy,3.5,1,1.0,0.0,109.524271,18.242277,7.4,7.5,7.5
Sanya Huikai Sea View Resort Hotel,Sanya,331.5,Upscale,3.5,27,17.0,5.0,109.384719,18.28861,6.9,7.2,7.0
Ha's Homestay,Sanya,162.0,Economy,3.5,1,1.0,0.0,109.477219,18.28602,6.9,7.1,7.1
Lanxiang Sea View Hotel,Sanya,150.0,Economy,3.5,2,2.0,0.0,109.502337,18.254086,7.4,7.5,7.5
Qingyou Blue House Apartment,Sanya,205.5,Economy,3.5,4,4.0,0.0,109.393237,18.294221,7.2,7.6,7.5
Youchao Humanistic Sea View Inn,Sanya,363.0,Economy,3.5,13,12.0,1.0,109.728731,18.271144,7.0,7.3,7.3
Haiming Home Boutique Inn,Sanya,147.0,Midscale,3.5,3,3.0,0.0,109.500243,18.256858,7.4,7.4,7.4
Lingshang Flower Blossom Boutique Inn,Sanya,105.0,Economy,3.5,7,5.0,0.0,109.512212,18.220323,7.3,7.1,7.0
Sanya Lanhai New Travel Hotel Apartments,Sanya,144.0,Upscale,3.5,14,12.0,1.0,109.484776,18.269922,7.4,7.1,7.0
Lili Theme Hotel,Sanya,106.5,Economy,3.5,20,13.0,3.0,109.503916,18.25962,7.0,7.0,7.0
Sanya Dadonghai Orange Sea View Inn,Sanya,76.5,Economy,3.5,1,1.0,0.0,109.526954,18.224304,7.1,7.1,7.1
UGO Meitu Residence Resort Apartment,Sanya,298.5,Economy,3.5,1,1.0,0.0,109.499941,18.252986,7.3,7.4,7.4
Morning Breeze Sea View Resort Apartment,Sanya,159.0,Economy,3.5,6,6.0,0.0,109.457542,18.283589,7.0,7.1,7.0
Sanya Ocean Family Seaview Apartment,Sanya,220.5,Economy,3.5,15,8.0,1.0,109.52099,18.221943,7.1,7.1,7.0
Coconut Road Business Hotel,Sanya,72.0,Economy,3.5,27,21.0,3.0,109.519691,18.225282,6.9,6.4,6.8
Haixin Shangjing Theme Hotel,Sanya,85.5,Economy,3.5,14,12.0,2.0,109.512632,18.249243,7.4,7.1,7.3
Time Boutique Inn,Sanya,255.0,Economy,3.5,1,1.0,0.0,109.574112,18.278732,7.1,7.1,7.1
Sanya Xinxin Inn,Sanya,84.0,Economy,3.5,7,6.0,1.0,109.499544,18.258292,8.1,7.8,7.0
Fashion Peugeot Boutique Hotel,Sanya,121.5,Economy,4.0,8,6.0,0.0,109.588523,18.281093,7.6,8.1,7.6
365 Sea View Apartment,Sanya,69.0,Economy,3.5,3,3.0,0.0,109.500747,18.249507,7.1,7.1,7.1
Sanya Sunshine Sea View Apartment,Sanya,172.5,Economy,3.5,10,9.0,0.0,109.520979,18.221747,7.1,7.1,7.1
First meeting Sea View Sky Garden Apartment,Sanya,165.0,Economy,4.0,8,9.0,0.0,109.496914,18.257351,8.4,8.4,8.3
Waiting for you at the Sea View Inn,Sanya,586.5,Economy,3.5,1,1.0,0.0,109.526891,18.224251,7.4,7.5,7.5
Bohou Hotel,Sanya,126.0,Economy,3.5,3,3.0,0.0,109.5143,18.24653,7.4,7.4,7.5
ManTianya Boutique Sea View Inn,Sanya,147.0,Economy,3.5,6,5.0,1.0,109.330732,18.303648,7.3,7.4,7.3
Xiyue Sea View Resort Apartment,Sanya,717.0,Midscale,3.5,3,3.0,0.0,109.493033,18.264599,7.3,7.3,7.3
Rose Covenant Inn,Sanya,136.5,Economy,3.5,10,8.0,0.0,109.619427,18.244601,7.2,7.3,7.5
Sanya Yueshige Sea View Resort Apartment,Sanya,303.0,Midscale,3.5,32,26.0,3.0,109.548,18.234632,7.6,7.2,7.2
Sanya Yindu Resort Hotel,Sanya,130.5,Economy,3.5,6,5.0,0.0,109.522109,18.223482,8.4,7.8,6.6
Phoenix Beautiful Hotel,Sanya,165.0,Midscale,3.5,15,11.0,1.0,109.444073,18.300824,7.2,7.1,6.6
Xiangyuan Hotel,Sanya,87.0,Economy,3.5,3,3.0,0.0,109.492532,18.269911,7.5,7.5,7.5
Dadonghai Tinghai Xiaozhu Seaview Apartment,Sanya,168.0,Economy,3.5,9,9.0,0.0,109.516834,18.222496,7.4,7.5,7.6
Phoenix Island Presidential Resort Apartment,Sanya,552.0,Midscale,3.5,37,27.0,4.0,109.493661,18.24039,7.4,7.5,7.1
Millennium Red Art Theme Inn,Sanya,1470.0,Economy,3.5,10,8.0,0.0,109.729724,18.271593,7.5,7.5,7.2
Sanya Bago Sea View Resort Apartment,Sanya,138.0,Economy,3.5,22,19.0,0.0,109.489109,18.267477,7.0,7.1,7.1
7-day chain hotel,Sanya,150.0,Economy,3.5,39,34.0,2.0,109.498594,18.257714,7.8,6.9,7.1
Jingrun Pearl Theme Hotel,Sanya,222.0,Upscale,3.5,51,42.0,3.0,109.44022,18.301561,6.0,7.2,7.0
Beautiful Era Tree Resort Hotel,Sanya,211.5,Midscale,3.5,8,5.0,2.0,109.519812,18.257931,7.2,7.0,7.1
Kuntai Sanya Hotel,Sanya,331.5,Midscale,3.5,5,5.0,0.0,109.518918,18.226228,7.5,7.6,7.6
Love Sea Station,Sanya,180.0,Economy,4.0,6,6.0,0.0,109.492153,18.208815,7.4,7.9,7.9
Dadonghai Holiday Seaside Inn,Sanya,90.0,Economy,3.5,1,1.0,0.0,109.526334,18.22386,7.0,7.1,7.1
Sanya Tianya Guest Boutique Inn,Sanya,126.0,Economy,4.5,56,53.0,1.0,109.498418,18.255099,8.3,8.4,8.4
That door boutique inn,Sanya,117.0,Economy,4.5,17,19.0,0.0,109.504411,18.253345,8.4,8.5,8.5
Hanting,Sanya,148.5,Economy,4.0,75,65.0,4.0,109.515732,18.247103,7.7,7.7,7.8
IU Hotel,Sanya,196.5,Economy,4.5,11,11.0,0.0,109.597574,18.282092,8.0,8.4,8.5
Platinum Junyi Boutique Hotel,Sanya,195.0,Economy,4.5,15,15.0,0.0,109.526662,18.296765,8.3,8.3,8.0
Jinjiang Star,Sanya,183.0,Economy,4.0,91,76.0,7.0,109.502169,18.260182,8.1,7.9,7.6
Aili Hotel,Sanya,112.5,Economy,4.0,27,24.0,2.0,109.504071,18.240633,8.1,8.2,7.9
Zen Yue Fisherman's Homestay,Sanya,234.0,Midscale,3.5,14,12.0,2.0,109.371224,18.237092,7.0,7.1,7.2
Sanya Yalong Bay Golden Palm Resort Hotel,Sanya,625.5,Luxury,4.0,490,347.0,51.0,109.64994,18.232095,8.4,8.1,7.6
Home Inn,Sanya,142.5,Economy,4.5,7,7.0,0.0,109.513032,18.247442,8.5,8.5,8.5
Home Inn,Sanya,148.5,Economy,3.5,38,29.0,3.0,109.503502,18.255004,7.2,7.2,7.4
Hanting,Sanya,163.5,Economy,3.5,39,30.0,4.0,109.504285,18.258916,7.8,7.6,7.7
Umi's Sea View Apartment,Sanya,130.5,Economy,3.5,2,2.0,0.0,109.456594,18.283843,7.2,7.3,7.3
Home Inn,Sanya,130.5,Economy,3.5,45,36.0,2.0,109.504056,18.259348,7.2,7.6,7.5
Hanhai Express Hotel,Sanya,132.0,Economy,3.5,8,6.0,1.0,109.499179,18.284165,7.3,7.2,7.4
Sanya Youtu Sea View Resort Apartment,Sanya,160.5,Economy,3.5,1,2.0,0.0,109.444548,18.288779,7.1,7.1,7.1
7-day chain hotel,Sanya,151.5,Economy,4.0,59,48.0,1.0,109.515304,18.23863,7.6,7.6,7.8
7-day chain hotel,Sanya,163.5,Economy,3.5,29,27.0,1.0,109.498235,18.262346,7.3,7.4,7.4
Mingjing Express Hotel,Sanya,142.5,Economy,3.5,2,1.0,0.0,109.513736,18.248796,7.4,7.4,7.4
Sanya Langtaosha Station,Sanya,223.5,Midscale,3.5,12,9.0,2.0,109.329903,18.30367,7.2,6.0,6.1
Home Inn,Sanya,178.5,Economy,3.5,77,62.0,6.0,109.50389,18.250747,7.7,7.9,7.7
Home Inn,Sanya,132.0,Economy,3.5,38,32.0,2.0,109.503257,18.258788,8.0,7.7,7.2
Yun7 Express Hotel,Sanya,118.5,Economy,3.5,5,5.0,0.0,109.514042,18.24688,7.2,7.3,7.3
7-day chain hotel,Sanya,157.5,Economy,3.5,56,42.0,8.0,109.505227,18.257163,7.2,7.3,7.3
GreenTree Inn Express Hotel,Sanya,178.5,Economy,3.5,23,15.0,4.0,109.506342,18.254533,7.3,7.7,7.6
Jiajie Chain Hotel,Sanya,144.0,Economy,3.5,22,18.0,2.0,109.503274,18.24424,7.0,7.3,7.0
Blue Whale Sea View Resort Apartment,Sanya,418.5,Economy,3.5,25,20.0,1.0,109.52315,18.221479,7.3,7.4,7.1
Spring Pavilion Resort Apartment,Sanya,264.0,Economy,3.5,16,10.0,1.0,109.485786,18.268129,6.8,7.0,7.1
Banshan Bieyuan,Sanya,1498.5,Luxury,3.5,4,4.0,0.0,109.426704,18.310005,7.1,7.1,7.1
Lihai Residence Apartment,Sanya,303.0,Economy,3.5,8,7.0,0.0,109.5168002,18.22258979,7.1,7.1,7.1
Jiemei Family Hotel,Sanya,90.0,Economy,3.5,1,1.0,0.0,109.502877,18.258004,6.9,6.9,6.9
Linlong Jinzhi Sea View Apartment,Sanya,114.0,Economy,3.5,26,20.0,3.0,109.489877,18.266978,7.2,7.3,6.9
Blue Ocean No.1 Coast Hotel,Sanya,154.5,Economy,4.0,12,11.0,0.0,109.522812,18.223313,8.5,8.5,8.0
Yixiangren Boutique Inn,Sanya,174.0,Midscale,3.5,55,46.0,5.0,109.618765,18.244798,7.3,7.5,7.4
Seaside Station,Sanya,552.0,Economy,3.5,4,3.0,0.0,109.437772,18.287973,6.9,7.0,6.9
Hengsheng Resort Apartment,Sanya,190.5,Economy,3.0,11,7.0,4.0,109.640983,18.240716,6.8,8.0,7.7
Sanya Half Mountain Jinjiang Sea View Resort Hotel,Sanya,400.5,Upscale,5.0,655,546.0,28.0,109.513727,18.221173,9.0,9.1,9.0
Yalong Bay Mountain Villa,Sanya,252.0,Midscale,3.5,23,18.0,5.0,109.6249,18.25044,7.4,7.6,7.4
GreenTree Inn,Sanya,162.0,Economy,3.5,45,35.0,3.0,109.436434,18.306852,7.5,7.6,7.4
Sanya Mingshen Golf Resort Hotel,Sanya,565.5,Luxury,4.5,152,127.0,14.0,109.487783,18.210339,8.5,8.8,8.9
Dadonghai Taige Seaview Inn,Sanya,85.5,Economy,4.0,6,6.0,0.0,109.527196,18.223925,8.2,8.3,8.1
Sanya Bay Star Coast Inn,Sanya,84.0,Economy,3.5,7,7.0,0.0,109.495538,18.26003,7.5,7.2,6.9
Sanya Gesmo Sea View Resort Apartment,Sanya,196.5,Economy,3.5,1,1.0,0.0,109.444813,18.288613,7.0,7.0,7.0
Time Small Stack,Sanya,132.0,Economy,2.0,2,1.0,1.0,109.502894,18.254206,5.7,5.8,5.8
Sanya Sea Time Inn,Sanya,181.5,Economy,4.0,9,9.0,0.0,109.522349,18.223691,8.4,8.5,8.4
Nomad Tiger Resort Apartment,Sanya,135.0,Economy,3.5,1,2.0,0.0,109.45738,18.284165,7.1,7.1,7.1
Mint Garden Inn,Sanya,199.5,Economy,3.5,2,3.0,0.0,109.329705,18.304289,6.9,7.0,7.0
Yashuju Sea View Resort Apartment,Sanya,163.5,Economy,3.5,3,2.0,1.0,109.489088,18.268413,7.1,7.2,7.2
Butterfly Boutique Inn,Sanya,172.5,Economy,3.5,24,18.0,2.0,109.505666,18.250791,6.7,7.4,7.4
Sanya Wanjia Resort Hotel,Sanya,364.5,Luxury,4.5,859,675.0,70.0,109.400016,18.290122,8.8,8.7,8.6
Junlan Sanya Bay Guesthouse,Sanya,694.5,Luxury,4.5,148,126.0,14.0,109.39505,18.289722,9.0,8.7,8.9
Yueli Express Boutique Hotel,Sanya,127.5,Economy,3.5,13,11.0,4.0,109.515446,18.246823,7.6,7.6,7.5
Home Inn,Sanya,142.5,Economy,4.0,175,138.0,10.0,109.506023,18.245184,7.8,8.1,8.0
Sanya Half Mountain Peninsula Sailing Port Hotel,Sanya,409.5,Luxury,4.5,159,122.0,19.0,109.482253,18.210318,7.9,7.7,8.0
Phoenix Island Golden Sail International Resort Apartment,Sanya,562.5,Upscale,3.5,35,28.0,2.0,109.493853,18.240281,7.9,7.6,7.3
7-day chain hotel,Sanya,153.0,Economy,3.5,136,105.0,16.0,109.506329,18.244203,7.5,7.5,7.3
Yalong Bay Xiyue Boutique Resort Villa,Sanya,424.5,Upscale,3.5,3,3.0,0.0,109.6446601,18.23507987,7.5,7.6,7.5
Home Inn,Sanya,148.5,Economy,4.0,90,79.0,5.0,109.591308,18.281244,7.7,7.5,8.0
GreenTree Inn Express Hotel (Sanya Heping Street Lover Bridge Branch),Sanya,189.0,Economy,4.0,22,19.0,2.0,109.507758,18.244169,7.3,7.5,7.5
Haiyou Hotel,Sanya,120.0,Economy,3.5,37,31.0,4.0,109.502011,18.254056,7.7,7.7,7.4
Sanya Jinjiang Baohongda Hotel,Sanya,297.0,Luxury,4.5,398,334.0,19.0,109.518627,18.223618,9.0,9.0,8.8
7-day chain hotel,Sanya,141.0,Economy,3.5,27,20.0,2.0,109.504318,18.242141,6.9,7.1,7.2
Sanya Longxing Lehmann Sea View Resort Hotel,Sanya,342.0,Upscale,4.0,149,108.0,23.0,109.478609,18.274143,8.5,8.2,8.1
7-day chain hotel,Sanya,156.0,Economy,3.5,21,14.0,1.0,109.515837,18.248935,7.1,7.1,7.1
Serenity Coast All Suite Resort,Sanya,558.0,Luxury,5.0,574,487.0,37.0,109.50623,18.212614,8.9,9.0,8.9
Sanya Xizang Building Kaiyuan Mingdu Hotel,Sanya,495.0,Luxury,5.0,114,106.0,6.0,109.420767,18.295436,9.0,8.8,9.1
Nanshan Hotel,Sanya,810.0,Luxury,4.5,201,172.0,15.0,109.212825,18.298951,8.9,8.9,8.4
Yilai Hotel (Sanya Jiefang Road Pedestrian Street Branch),Sanya,133.5,Economy,3.5,17,11.0,4.0,109.507034,18.248813,7.2,7.3,7.2
Jinjiang Star,Sanya,169.5,Economy,3.5,72,56.0,11.0,109.499943,18.257897,7.6,7.6,8.0
Li Ke International Hotel,Sanya,427.5,Luxury,5.0,818,716.0,43.0,109.507272,18.253629,9.2,9.1,9.1
Friend's Villa,Sanya,4032.0,Economy,3.5,1,1.0,0.0,109.397472,18.291248,7.4,7.5,7.5
7-day chain hotel,Sanya,153.0,Economy,3.5,20,14.0,3.0,109.49799,18.256981,7.3,7.6,7.0
Chlna Seaside Resort Hotel Sanya,Sanya,474.0,Luxury,4.5,349,279.0,26.0,109.446846,18.286957,9.1,9.0,8.8
Barry Boutique Hotel Sanya,Sanya,301.5,Luxury,4.5,418,353.0,20.0,109.521286,18.223349,9.0,9.0,8.9
Tianhong Resort,Sanya,613.5,Luxury,4.5,236,207.0,5.0,109.652927,18.232837,8.6,8.9,8.7
Sanya Yintai Sunshine Resort Hotel,Sanya,664.5,Luxury,5.0,1232,1030.0,40.0,109.52036,18.221929,9.1,9.2,9.2
Hawaii Grand Hotel,Sanya,289.5,Upscale,4.5,242,191.0,25.0,109.520485,18.225284,9.1,8.7,8.6
landscape beach hotel,Sanya,348.0,Upscale,4.5,301,254.0,13.0,109.514725,18.219887,8.8,8.6,8.4
Yazu Business Hotel,Sanya,142.5,Economy,3.5,5,1.0,3.0,109.498341,18.286102,7.3,7.3,7.4
Sunshine Sky Sea View Inn,Sanya,114.0,Economy,3.5,8,6.0,1.0,109.330024,18.3041,6.1,6.6,7.0
Qiancheng Hotel,Sanya,118.5,Economy,3.0,1,1.0,0.0,109.50575,18.25015,6.8,6.9,6.9
Sanya Luling Bay View International Hotel,Sanya,355.5,Luxury,4.5,261,218.0,18.0,109.505921,18.227897,8.3,8.7,8.9
Sanya Four Seasons Haiting Hotel,Sanya,439.5,Luxury,5.0,684,621.0,30.0,109.520168,18.228314,9.2,9.1,9.2
vienna hotel,Sanya,397.5,Upscale,4.5,48,44.0,0.0,109.490944,18.270547,8.5,8.4,8.5
Erzhi Express Hotel,Sanya,162.0,Economy,4.5,8,8.0,0.0,109.499965,18.283947,8.4,8.5,8.5
"Wow, Aru Coast Villa Hotel",Sanya,279.0,Upscale,5.0,188,177.0,6.0,109.50151,18.245002,9.0,9.0,8.8
Urban Convenience Hotel,Sanya,238.5,Economy,4.0,38,28.0,0.0,109.506456,18.243102,8.2,7.9,7.7
Home Inn,Sanya,160.5,Economy,4.0,33,23.0,1.0,109.521997,18.225443,8.1,8.2,7.8
Sanya Yalong Bay Mountain Lake Sea Villa Resort Hotel,Sanya,420.0,Upscale,3.5,82,61.0,15.0,109.644638,18.235032,7.9,7.6,7.6
Sanya Bieshu Yige Seascape Inn,Sanya,313.5,Economy,3.5,8,8.0,0.0,109.332944,18.303452,7.5,7.5,7.7
Yuehai Vacation Villa,Sanya,295.5,Economy,3.0,5,4.0,1.0,109.633835,18.245805,7.0,6.9,6.9
Pod Inn,Sanya,87.0,Economy,3.5,96,68.0,9.0,109.507977,18.241113,7.6,7.7,7.5
Home Inn,Sanya,142.5,Economy,4.0,27,23.0,3.0,109.507045,18.250205,8.0,7.9,7.9
Haiyuewei Sea View Resort Apartment,Sanya,393.0,Economy,3.5,8,7.0,0.0,109.487426,18.273649,7.4,7.2,6.2
Dadonghai Meihai Xiaozhu Inn,Sanya,897.0,Luxury,4.0,5,5.0,0.0,109.527164,18.224024,7.6,7.7,7.7
Tai Long Ju Resort Hotel,Sanya,238.5,Midscale,4.5,26,26.0,0.0,109.493261,18.264435,8.6,8.7,8.6
Yuele Surfing Inn,Sanya,361.5,Midscale,3.5,53,44.0,3.0,109.729927,18.271187,8.1,7.5,7.4
Sheraton Sanya Haitang Bay Resort Hotel,Sanya,817.5,Luxury,5.0,750,630.0,68.0,109.740416,18.346283,9.1,9.1,9.1
Hello Summer Coast Inn Sanya,Sanya,163.5,Economy,5.0,69,68.0,2.0,109.520121,18.224153,8.9,9.0,8.8
Where is the themed inn,Sanya,160.5,Midscale,4.5,93,92.0,2.0,109.520678,18.228882,8.6,8.9,8.9
Coconut Grove Boutique Inn,Sanya,145.5,Midscale,4.5,16,17.0,0.0,109.612421,18.234893,7.1,7.3,7.7
Sanya Floating Life Accommodation Design Homestay,Sanya,582.0,Economy,4.5,30,36.0,0.0,109.621768,18.259218,7.8,8.7,8.7
Sanya Resort,Sanya,310.5,Midscale,3.5,13,7.0,2.0,109.445624,18.28666,7.3,7.5,7.4
All season hotel,Sanya,280.5,Midscale,4.0,60,54.0,2.0,109.489736,18.272119,8.0,7.9,7.8
Hua Jian Xiao Xie Yang Fang Villa,Sanya,316.5,Midscale,3.5,10,9.0,1.0,109.639104,18.243265,7.5,7.6,7.3
Haiyun Resort Hotel,Sanya,706.5,Luxury,5.0,1328,1211.0,45.0,109.444728,18.287516,9.3,9.2,9.2
Sanya Luo'an Seascape Inn,Sanya,168.0,Economy,4.5,22,23.0,0.0,109.728416,18.273917,8.6,8.6,7.9
Where is the Coast Inn,Sanya,172.5,Economy,4.5,38,38.0,2.0,109.624987,18.251004,8.6,8.7,8.7
Jiji Island Vacation Villa,Sanya,414.0,Economy,4.0,9,13.0,0.0,109.6425402,18.23631977,8.1,8.1,7.8
Sanya Fangjie Leisure Resort,Sanya,162.0,Midscale,4.0,50,41.0,2.0,109.48782,18.267226,7.6,8.1,7.4
Sanya Yunhai Villa Theme Villa Inn,Sanya,159.0,Midscale,4.5,18,18.0,0.0,109.518848,18.224903,8.6,8.7,8.7
Yuexin Sea View Resort Apartment,Sanya,286.5,Midscale,4.0,18,17.0,0.0,109.449258,18.288316,8.5,7.7,7.7
Sanya Phoenix Airport HNA Express Hotel,Sanya,262.5,Midscale,3.5,143,98.0,22.0,109.410572,18.309722,7.7,7.4,7.1
Seaside Courtyard Homestay,Sanya,225.0,Economy,4.0,26,21.0,1.0,109.7312,18.27364,7.9,7.7,7.4
Central Asia International Hotel,Sanya,471.0,Luxury,4.5,176,148.0,17.0,109.511422,18.24967,8.7,8.2,8.5
Big Tree Seven Star Hotel,Sanya,204.0,Midscale,3.5,61,42.0,14.0,109.520078,18.255499,7.9,7.1,7.3
Sanya No.11 Guesthouse,Sanya,93.0,Economy,4.5,26,22.0,2.0,109.729128,18.274171,8.1,8.4,8.5
"Coral Cabin on Wuzhizhou Island, Sanya",Sanya,871.5,Luxury,5.0,1241,1096.0,69.0,109.760452,18.312907,9.2,9.2,9.1
Sheraton Sanya Bay Resort Hotel,Sanya,759.0,Luxury,5.0,609,542.0,41.0,109.387493,18.289008,9.1,9.1,9.1
